Problem,Male,Dependent_count,college_or_above,Married,Less_than_$40K,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Customer_Age_0-43,Customer_Age_43-50,Customer_Age_50-68
1,1,2,0,1,0,38.0,3,2.5,3.5,8920.125,107.5,7947.35,0.594,2063.0,48.0,0.7907500000000001,0.0,0,1,0
0,0,1,0,0,1,31.5,4,2.5,2.5,8920.125,948.0,7947.35,0.843,2914.0,67.0,0.763,0.092,1,0,0
1,1,3,1,0,0,34.0,6,3.0,3.5,8920.125,1783.5,7947.35,0.63,2381.0,40.0,0.49724999999999997,0.151,1,0,0
0,1,2,0,0,0,36.0,3,2.5,3.5,8920.125,1695.0,7947.35,0.85,3577.0,69.0,0.783,0.166,0,1,0
0,1,5,1,1,0,36.0,5,2.5,3.5,8920.125,891.0,7947.35,0.85,2687.0,64.0,0.778,0.026,0,1,0
1,0,1,1,0,1,37.0,1,3.0,3.5,7176.0,107.5,7176.0,0.594,1378.875,35.0,0.65,0.0,0,1,0
0,0,2,1,0,1,31.5,6,2.5,2.5,8920.125,1376.0,7947.35,0.6,4000.125,67.0,0.675,0.075,1,0,0
1,1,5,1,0,0,40.5,3,2.5,3.5,1438.3,107.5,1438.3,0.594,1427.0,36.0,0.49724999999999997,0.0,0,0,1
1,1,4,0,1,0,36.0,1,3.0,2.5,8017.0,107.5,7947.35,0.594,1657.0,43.0,0.654,0.0,0,1,0
0,1,3,0,0,0,40.5,3,2.5,2.5,8920.125,1049.0,7947.35,0.594,4000.125,64.0,0.561,0.071,0,1,0
1,1,3,1,0,0,35.0,2,2.5,3.5,8920.125,107.5,7947.35,0.594,1632.0,44.0,0.49724999999999997,0.0,0,1,0
0,0,4,0,0,1,31.5,4,2.5,2.5,3271.0,1367.0,1904.0,0.704,2464.0,69.0,0.7907500000000001,0.29337500000000005,1,0,0
1,1,4,1,1,0,36.0,5,3.0,3.5,8920.125,1783.5,7947.35,0.641,1995.0,39.0,0.696,0.177,0,1,0
0,0,4,1,1,1,36.0,5,2.5,3.5,8667.0,1775.0,6892.0,0.729,3939.0,69.0,0.533,0.205,0,1,0
1,0,3,1,1,1,36.0,2,3.0,3.0,5505.0,1783.5,2988.0,0.729,2272.0,42.0,0.49724999999999997,0.29337500000000005,0,1,0
0,0,3,0,0,1,36.0,4,2.5,3.0,1902.0,107.5,1902.0,0.693,3731.0,53.0,0.7907500000000001,0.0,0,1,0
0,0,2,1,1,1,40.5,5,2.5,3.0,5659.0,1393.0,4266.0,0.594,1570.0,40.0,0.6,0.246,0,1,0
1,1,0,0,0,0,40.5,3,3.5,3.5,8920.125,107.5,7947.35,0.594,1898.0,42.0,0.556,0.0,0,0,1
1,1,4,1,0,0,36.0,1,3.5,3.5,5662.0,1484.0,4178.0,0.594,1693.0,35.0,0.49724999999999997,0.262,0,1,0
0,0,2,0,0,1,31.5,4,2.5,2.5,2799.0,107.5,2799.0,0.696,2311.0,43.0,0.654,0.0,1,0,0
1,1,1,0,1,0,31.5,3,2.5,3.5,2106.0,238.0,1868.0,0.61,2136.0,40.0,0.7907500000000001,0.113,1,0,0
1,1,3,1,0,0,31.5,5,2.5,3.5,8920.125,107.5,7947.35,0.594,1995.0,54.0,0.7907500000000001,0.0,1,0,0
0,0,1,0,0,0,40.5,3,3.0,2.5,8920.125,1675.0,7947.35,0.594,4000.125,68.0,0.49724999999999997,0.106,0,1,0
1,0,1,0,1,0,39.0,2,3.0,3.0,8061.0,1783.5,5544.0,0.594,1378.875,35.0,0.49724999999999997,0.29337500000000005,0,1,0
0,0,3,0,0,1,31.5,4,2.5,3.5,8920.125,1778.0,7947.35,0.85,3328.0,61.0,0.7907500000000001,0.082,0,1,0
1,1,4,0,0,0,40.5,3,3.0,3.5,8920.125,278.0,7947.35,0.817,3029.0,49.0,0.49724999999999997,0.008,0,1,0
0,0,0,1,0,0,40.5,6,3.0,3.0,8920.125,1225.0,7947.35,0.681,3646.0,69.0,0.75,0.057,0,0,1
1,1,0,0,0,0,40.5,5,3.0,2.5,1856.0,107.5,1856.0,0.594,1805.0,46.0,0.769,0.0,0,0,1
0,1,3,0,0,0,39.0,3,2.5,3.0,5996.0,865.0,5131.0,0.594,4000.125,69.0,0.49724999999999997,0.144,0,1,0
1,1,4,1,0,0,34.0,2,3.0,3.5,8920.125,1783.5,6906.0,0.653,2098.0,46.0,0.586,0.239,0,1,0
0,1,2,0,0,0,39.0,3,3.0,3.5,8920.125,107.5,7947.35,0.706,4000.125,69.0,0.6,0.0,0,1,0
0,1,2,0,0,0,39.0,3,3.0,3.5,8920.125,107.5,7947.35,0.706,4000.125,69.0,0.6,0.0,0,1,0
0,0,1,1,0,1,38.0,3,2.5,2.5,8920.125,1239.0,7947.35,0.713,3395.0,63.0,0.49724999999999997,0.054,0,1,0
1,1,2,0,0,0,40.5,4,3.0,3.0,8920.125,1783.5,7947.35,0.594,1643.0,43.0,0.49724999999999997,0.217,0,1,0
1,1,3,0,0,0,40.5,2,3.5,3.5,8920.125,107.5,7947.35,0.594,1641.0,35.0,0.591,0.0,0,1,0
1,0,3,0,0,0,36.0,3,2.5,3.5,5317.0,107.5,5317.0,0.699,2003.0,35.0,0.49724999999999997,0.0,0,1,0
1,0,2,0,0,1,33.0,1,2.5,3.0,8920.125,1783.5,7947.35,0.619,1904.0,42.0,0.49724999999999997,0.187,0,1,0
0,1,2,0,0,0,40.5,3,2.5,3.5,8920.125,1190.0,7947.35,0.594,4000.125,66.0,0.784,0.056,0,1,0
0,1,2,0,0,0,40.5,3,2.5,3.5,8920.125,1190.0,7947.35,0.594,4000.125,66.0,0.784,0.056,0,1,0
1,1,3,0,0,0,36.0,1,3.0,3.5,3952.0,107.5,3952.0,0.809,2066.0,37.0,0.49724999999999997,0.0,0,1,0
0,1,3,1,1,0,33.0,4,2.5,2.5,3498.0,107.5,3498.0,0.85,2512.0,56.0,0.7907500000000001,0.0,0,1,0
1,1,3,0,0,0,36.0,2,3.0,3.0,8920.125,864.0,7947.35,0.594,2136.0,54.0,0.7907500000000001,0.056,0,1,0
0,0,1,0,0,1,33.0,4,2.5,2.5,8054.0,1023.0,7031.0,0.75,3374.0,45.0,0.7907500000000001,0.127,0,1,0
1,1,3,1,1,0,34.0,3,2.5,3.0,1640.0,1444.0,196.0,0.594,1378.875,35.0,0.49724999999999997,0.29337500000000005,0,1,0
1,1,4,1,0,0,36.0,3,2.5,3.5,1818.0,107.5,1818.0,0.672,2308.0,44.0,0.49724999999999997,0.0,0,1,0
1,0,1,0,1,1,31.5,2,2.5,3.0,1621.0,580.0,1041.0,0.594,1893.0,41.0,0.49724999999999997,0.29337500000000005,1,0,0
0,1,1,0,1,0,40.5,3,2.5,3.5,7216.0,1783.5,4895.0,0.594,1734.0,38.0,0.583,0.29337500000000005,0,0,1
1,1,4,0,0,0,40.5,1,3.0,2.5,8920.125,107.5,7947.35,0.671,1830.0,36.0,0.49724999999999997,0.0,0,1,0
0,0,3,0,1,0,40.5,5,3.0,3.0,7553.0,660.0,6893.0,0.594,4000.125,67.0,0.49724999999999997,0.087,0,1,0
0,1,4,0,1,0,38.0,4,3.0,3.0,1862.0,845.0,1017.0,0.604,3520.0,68.0,0.7907500000000001,0.29337500000000005,0,1,0
0,1,4,0,1,0,38.0,4,3.0,3.0,1862.0,845.0,1017.0,0.604,3520.0,68.0,0.7907500000000001,0.29337500000000005,0,1,0
1,1,5,0,1,0,40.5,2,3.0,3.5,3893.0,107.5,3893.0,0.662,1866.0,37.0,0.7907500000000001,0.0,0,1,0
0,0,0,1,0,1,36.0,3,3.0,2.5,6853.0,1679.0,5174.0,0.85,3543.0,52.0,0.7907500000000001,0.245,0,1,0
1,1,0,1,1,0,40.5,2,3.0,3.5,7277.0,504.0,6773.0,0.594,2356.0,40.0,0.49724999999999997,0.069,0,1,0
0,0,2,0,1,1,36.0,6,2.5,3.0,8920.125,107.5,7947.35,0.85,4000.125,69.0,0.685,0.0,0,1,0
0,1,1,1,0,0,40.5,4,3.0,3.0,8748.0,1783.5,6464.0,0.839,3533.0,69.0,0.587,0.261,0,1,0
0,1,1,1,0,0,40.5,4,3.0,3.0,8748.0,1783.5,6464.0,0.839,3533.0,69.0,0.587,0.261,0,1,0
0,1,4,0,1,0,31.5,3,2.5,3.0,8920.125,107.5,7947.35,0.743,3811.0,61.0,0.743,0.0,0,1,0
0,0,1,0,0,1,40.5,4,3.0,3.0,3236.0,107.5,3236.0,0.797,3952.0,69.0,0.739,0.0,0,1,0
0,1,2,1,0,0,36.0,6,2.5,2.5,4728.0,1386.0,3342.0,0.756,4000.125,69.0,0.628,0.293,0,1,0
0,1,2,1,1,0,38.0,4,3.0,3.0,2457.0,1051.0,1406.0,0.85,3256.0,69.0,0.7907500000000001,0.29337500000000005,0,1,0
0,1,2,1,1,0,38.0,4,3.0,3.0,2457.0,1051.0,1406.0,0.85,3256.0,69.0,0.7907500000000001,0.29337500000000005,0,1,0
0,1,4,1,0,0,31.5,4,3.0,2.5,8920.125,1115.0,7947.35,0.62,1821.0,53.0,0.514,0.035,1,0,0
0,0,1,0,0,1,38.0,3,3.0,2.5,4668.0,107.5,4668.0,0.85,4000.125,69.0,0.49724999999999997,0.0,0,1,0
1,0,3,1,0,1,36.0,3,3.0,3.5,1438.3,107.5,1438.3,0.594,1598.0,40.0,0.49724999999999997,0.0,0,1,0
1,0,3,0,1,1,36.0,2,3.0,2.5,3675.0,1783.5,1158.0,0.766,1913.0,35.0,0.667,0.29337500000000005,0,1,0
0,0,4,0,1,1,36.0,5,2.5,2.5,7924.0,1783.5,6028.0,0.85,3270.0,58.0,0.7907500000000001,0.239,0,1,0
1,0,0,1,0,0,40.5,3,3.0,3.5,8920.125,107.5,7947.35,0.826,2260.0,46.0,0.7907500000000001,0.0,0,0,1
1,0,5,1,1,1,39.0,2,3.0,3.5,3981.0,107.5,3981.0,0.764,2134.0,42.0,0.49724999999999997,0.0,0,1,0
0,0,3,0,0,0,36.0,6,3.5,2.5,3417.0,1482.0,1935.0,0.705,3651.0,60.0,0.7907500000000001,0.29337500000000005,0,1,0
1,1,0,1,0,1,36.0,3,3.0,3.5,3812.0,1783.5,1295.0,0.594,2325.0,45.0,0.731,0.29337500000000005,0,0,1
0,1,3,0,0,0,39.0,5,3.0,2.5,8920.125,1217.0,7947.35,0.741,4000.125,62.0,0.55,0.06,0,1,0
1,1,2,0,0,0,38.0,1,2.5,3.0,4915.0,464.0,4451.0,0.594,1474.0,36.0,0.49724999999999997,0.094,0,1,0
1,1,4,1,0,0,32.0,5,3.0,2.5,8920.125,107.5,7947.35,0.594,1480.0,37.0,0.49724999999999997,0.0,0,1,0
0,0,4,1,1,1,38.0,3,2.5,3.0,8920.125,107.5,7947.35,0.85,2976.0,65.0,0.512,0.0,0,1,0
1,0,3,0,1,1,35.0,2,3.0,3.5,8920.125,107.5,7947.35,0.594,1926.0,53.0,0.49724999999999997,0.0,0,1,0
1,1,2,1,0,0,36.0,2,2.5,3.5,8920.125,107.5,7947.35,0.598,1724.0,35.0,0.49724999999999997,0.0,0,1,0
0,1,2,1,0,0,39.0,6,3.0,3.0,1613.0,107.5,1613.0,0.635,3549.0,65.0,0.49724999999999997,0.0,0,1,0
1,1,3,1,0,0,31.5,3,3.0,2.5,1438.3,107.5,1438.3,0.594,1585.0,35.0,0.49724999999999997,0.0,1,0,0
0,0,3,1,0,1,36.0,3,2.5,2.5,8920.125,107.5,7947.35,0.594,4000.125,66.0,0.49724999999999997,0.0,0,1,0
1,0,0,1,0,1,40.5,5,3.5,3.0,1931.0,1531.0,400.0,0.778,2288.0,48.0,0.714,0.29337500000000005,0,0,1
0,1,1,0,0,0,39.0,4,2.5,2.5,2421.0,1029.0,1392.0,0.675,2377.0,56.0,0.75,0.29337500000000005,0,1,0
0,1,3,1,0,1,34.0,5,3.0,2.5,3094.0,1317.0,1777.0,0.85,3607.0,69.0,0.7907500000000001,0.29337500000000005,1,0,0
0,1,3,1,0,1,34.0,5,3.0,2.5,3094.0,1317.0,1777.0,0.85,3607.0,69.0,0.7907500000000001,0.29337500000000005,1,0,0
0,0,2,0,1,1,32.0,4,2.5,3.0,2485.0,1489.0,996.0,0.779,3697.0,69.0,0.7907500000000001,0.29337500000000005,0,1,0
0,0,4,1,0,1,36.0,6,2.5,2.5,1438.3,107.5,1438.3,0.749,3880.0,69.0,0.721,0.0,0,1,0
0,0,1,1,0,1,40.5,6,3.0,3.5,6189.0,107.5,6189.0,0.594,4000.125,65.0,0.7907500000000001,0.0,0,1,0
0,1,2,1,0,0,40.5,3,2.5,2.5,5569.0,968.0,4601.0,0.85,2600.0,60.0,0.714,0.174,0,1,0
1,0,3,1,0,0,34.0,2,3.0,3.5,4948.0,107.5,4948.0,0.594,1796.0,41.0,0.519,0.0,0,1,0
0,1,1,0,1,0,40.5,4,2.5,3.0,4988.0,107.5,4988.0,0.619,3890.0,69.0,0.644,0.0,0,1,0
0,1,5,0,0,0,39.0,5,2.5,2.5,8920.125,1597.0,7947.35,0.775,3628.0,59.0,0.7907500000000001,0.1,0,1,0
0,1,3,1,1,0,40.5,5,2.5,2.5,1438.3,107.5,1438.3,0.618,3769.0,69.0,0.659,0.0,0,1,0
1,1,5,1,0,0,36.0,1,3.0,3.0,8920.125,633.0,7947.35,0.594,1954.0,46.0,0.49724999999999997,0.026,1,0,0
1,0,3,0,0,0,38.0,3,3.0,3.0,5026.0,107.5,5026.0,0.594,1844.0,37.0,0.609,0.0,0,1,0
1,1,3,1,1,0,40.0,2,2.5,3.5,8920.125,1783.5,7045.0,0.85,2310.0,57.0,0.676,0.259,0,1,0
1,0,0,1,0,1,40.5,6,3.0,3.5,2936.0,326.0,2610.0,0.85,2692.0,35.0,0.526,0.111,0,0,1
1,1,3,1,1,0,40.0,3,3.0,2.5,3728.0,107.5,3728.0,0.594,1632.0,42.0,0.49724999999999997,0.0,0,1,0
1,0,1,1,1,0,36.0,2,3.0,2.5,1438.3,107.5,1438.3,0.838,2584.0,42.0,0.49724999999999997,0.0,0,1,0
0,0,3,0,0,1,40.5,6,3.5,3.0,8340.0,1783.5,6438.0,0.81,3755.0,69.0,0.7907500000000001,0.228,0,0,1
0,0,3,1,0,0,31.5,6,2.5,2.5,8920.125,1204.0,7947.35,0.824,4000.125,69.0,0.58,0.08,0,1,0
0,0,1,1,1,1,36.0,3,3.0,2.5,2490.0,1281.0,1209.0,0.594,1902.0,35.0,0.619,0.29337500000000005,1,0,0
1,1,2,1,0,0,40.5,1,3.0,2.5,8920.125,810.0,7947.35,0.643,1822.0,36.0,0.5,0.026,0,1,0
0,0,3,1,0,1,36.0,4,3.0,2.5,1438.3,1002.0,436.3,0.85,2004.0,35.0,0.667,0.29337500000000005,0,1,0
1,1,0,0,0,0,40.5,4,3.5,3.5,8920.125,1783.5,7947.35,0.85,2474.0,51.0,0.49724999999999997,0.171,0,1,0
1,1,3,0,0,0,38.0,2,3.0,2.5,8920.125,107.5,7947.35,0.705,2129.0,42.0,0.49724999999999997,0.0,0,1,0
0,1,2,0,0,1,36.0,3,3.0,2.5,8920.125,1783.5,7947.35,0.755,1701.0,44.0,0.7907500000000001,0.16,1,0,0
0,1,2,0,1,0,36.0,4,3.0,3.5,5137.0,107.5,5137.0,0.612,2043.0,52.0,0.7907500000000001,0.0,0,1,0
0,0,0,1,0,1,36.0,5,2.5,3.5,7238.0,1783.5,5127.0,0.85,2025.0,36.0,0.7907500000000001,0.292,0,1,0
0,0,4,0,1,1,38.0,6,2.5,2.5,5366.0,968.0,4398.0,0.85,4000.125,56.0,0.75,0.18,0,1,0
0,0,2,1,1,0,40.5,3,2.5,3.5,8920.125,1514.0,7947.35,0.716,4000.125,69.0,0.556,0.158,0,1,0
0,0,2,0,1,1,40.5,6,2.5,3.5,8353.0,1535.0,6818.0,0.85,4000.125,69.0,0.7907500000000001,0.184,0,1,0
0,1,4,1,0,0,34.0,5,3.0,3.5,2369.0,1405.0,964.0,0.624,3034.0,51.0,0.7907500000000001,0.29337500000000005,0,1,0
1,0,0,0,0,0,40.5,1,3.5,3.5,8920.125,1783.5,7947.35,0.594,1861.0,46.0,0.49724999999999997,0.231,0,0,1
1,0,5,1,1,1,36.0,3,3.0,3.0,3664.0,107.5,3664.0,0.594,1479.0,44.0,0.7907500000000001,0.0,1,0,0
0,1,2,1,0,0,36.0,3,2.5,3.0,6033.0,107.5,6033.0,0.834,4000.125,69.0,0.721,0.0,1,0,0
0,1,2,1,0,0,36.0,3,2.5,3.0,6033.0,107.5,6033.0,0.834,4000.125,69.0,0.721,0.0,1,0,0
0,1,3,0,1,0,40.5,5,2.5,2.5,4531.0,107.5,4531.0,0.594,1425.0,35.0,0.7907500000000001,0.0,0,0,1
0,1,5,0,0,0,31.5,4,3.0,3.0,8920.125,772.0,7947.35,0.85,3699.0,69.0,0.7907500000000001,0.022,0,1,0
0,1,0,0,0,1,36.0,6,3.0,3.5,2295.0,1015.0,1280.0,0.85,3366.0,69.0,0.708,0.29337500000000005,1,0,0
1,0,3,1,1,0,31.5,6,3.0,3.5,5496.0,107.5,5496.0,0.594,1913.0,35.0,0.49724999999999997,0.0,0,1,0
1,1,2,1,0,0,36.0,5,3.0,3.0,8920.125,107.5,7947.35,0.594,1430.0,37.0,0.49724999999999997,0.0,0,1,0
1,1,3,1,1,0,37.0,5,2.5,2.5,8808.0,390.0,7947.35,0.628,1905.0,42.0,0.49724999999999997,0.044,0,1,0
0,1,4,0,0,0,40.5,4,2.5,3.0,8920.125,107.5,7947.35,0.806,3756.0,57.0,0.727,0.0,0,1,0
1,0,2,1,1,1,36.0,6,3.0,2.5,1693.0,1088.0,605.0,0.594,2104.0,40.0,0.739,0.29337500000000005,0,1,0
0,0,3,0,1,1,36.0,5,2.5,3.5,2964.0,1783.5,921.0,0.692,4000.125,69.0,0.49724999999999997,0.29337500000000005,0,1,0
1,1,3,1,1,0,31.5,4,2.5,3.0,8920.125,107.5,7947.35,0.594,1884.0,35.0,0.49724999999999997,0.0,1,0,0
0,0,2,0,1,1,37.0,4,2.5,2.5,3125.0,1783.5,608.0,0.73,4000.125,69.0,0.732,0.29337500000000005,0,1,0
1,0,1,1,0,0,36.0,6,3.0,2.5,5349.0,1783.5,2958.0,0.671,2122.0,46.0,0.49724999999999997,0.29337500000000005,0,1,0
0,0,3,0,1,1,33.0,5,2.5,3.5,6848.0,107.5,6848.0,0.85,4000.125,69.0,0.7907500000000001,0.0,0,1,0
0,1,1,1,0,0,33.0,3,3.5,2.5,8920.125,107.5,7947.35,0.85,3342.0,69.0,0.49724999999999997,0.0,0,1,0
1,1,3,1,0,0,33.0,1,3.0,3.0,8920.125,107.5,7947.35,0.85,2534.0,43.0,0.49724999999999997,0.0,0,1,0
1,1,5,0,1,0,37.0,2,2.5,2.5,8920.125,107.5,7947.35,0.594,2178.0,41.0,0.7907500000000001,0.0,0,1,0
1,1,2,1,0,0,36.0,5,2.5,2.5,8920.125,1229.0,7947.35,0.594,1797.0,35.0,0.49724999999999997,0.036,1,0,0
0,0,3,1,1,1,40.0,6,3.0,3.0,8920.125,1580.0,7947.35,0.85,4000.125,69.0,0.721,0.113,0,1,0
0,1,2,0,0,0,37.0,4,3.0,3.0,8920.125,107.5,7947.35,0.85,3184.0,61.0,0.743,0.0,0,1,0
1,1,4,0,1,0,31.5,3,3.0,2.5,8920.125,1636.0,7947.35,0.594,1758.0,51.0,0.49724999999999997,0.13,1,0,0
0,1,1,0,1,0,40.5,5,2.5,3.5,3104.0,1783.5,1313.0,0.85,4000.125,69.0,0.7907500000000001,0.29337500000000005,0,1,0
1,1,3,1,1,1,38.0,2,3.0,3.0,6967.0,1767.0,5200.0,0.594,1919.0,38.0,0.52,0.254,0,1,0
0,0,0,0,0,0,35.0,4,2.5,3.0,8920.125,1642.0,7589.0,0.594,4000.125,68.0,0.659,0.178,0,1,0
0,0,3,0,0,1,36.0,6,3.0,2.5,8920.125,1783.5,7947.35,0.607,4000.125,67.0,0.7907500000000001,0.124,0,1,0
0,0,0,1,0,1,40.5,5,3.0,3.5,6663.0,765.0,5898.0,0.85,4000.125,69.0,0.7907500000000001,0.115,0,0,1
1,1,3,0,0,0,40.5,6,2.5,3.0,8920.125,107.5,7947.35,0.594,1726.0,42.0,0.49724999999999997,0.0,0,1,0
0,0,1,0,0,1,32.0,6,2.5,3.5,5916.0,983.0,4933.0,0.761,3752.0,69.0,0.7907500000000001,0.166,0,1,0
0,0,1,0,0,1,32.0,6,2.5,3.5,5916.0,983.0,4933.0,0.761,3752.0,69.0,0.7907500000000001,0.166,0,1,0
0,1,4,1,1,0,40.5,3,3.5,2.5,8920.125,1170.0,7947.35,0.85,3634.0,62.0,0.676,0.072,0,1,0
0,0,3,0,0,1,39.0,5,2.5,3.0,2990.0,107.5,2990.0,0.598,4000.125,69.0,0.767,0.0,0,1,0
0,0,3,0,0,1,39.0,5,2.5,3.0,2990.0,107.5,2990.0,0.598,4000.125,69.0,0.767,0.0,0,1,0
0,1,3,1,0,0,34.0,6,3.5,3.0,2210.0,759.0,1451.0,0.85,2755.0,53.0,0.559,0.29337500000000005,0,1,0
1,1,4,0,1,0,33.0,5,3.5,3.0,1527.0,107.5,1527.0,0.594,1877.0,38.0,0.49724999999999997,0.0,0,1,0
0,0,2,1,0,1,33.0,6,3.0,3.0,3855.0,1188.0,2667.0,0.85,3885.0,69.0,0.627,0.29337500000000005,0,1,0
0,1,3,1,0,0,33.0,4,3.0,2.5,8920.125,107.5,7947.35,0.594,3048.0,69.0,0.75,0.0,0,1,0
1,1,2,0,0,0,39.0,2,3.0,3.5,8920.125,512.0,7947.35,0.594,1453.0,35.0,0.49724999999999997,0.035,0,1,0
0,1,5,0,1,0,40.0,3,3.0,3.5,8920.125,776.0,7947.35,0.705,3290.0,69.0,0.64,0.026,0,1,0
1,0,2,1,1,1,36.0,1,3.0,2.5,8920.125,1783.5,7947.35,0.813,2315.0,52.0,0.625,0.134,0,1,0
0,0,4,0,1,0,40.5,4,3.0,3.5,4798.0,1017.0,3781.0,0.594,4000.125,69.0,0.681,0.212,0,1,0
0,1,1,1,0,0,40.5,3,3.0,2.5,8920.125,107.5,7947.35,0.653,3497.0,69.0,0.683,0.0,0,0,1
0,1,1,1,0,0,40.5,3,3.0,2.5,8920.125,107.5,7947.35,0.653,3497.0,69.0,0.683,0.0,0,0,1
0,0,2,1,0,0,40.5,5,3.0,2.5,6797.0,1428.0,5369.0,0.747,3962.0,69.0,0.7907500000000001,0.21,0,0,1
1,0,0,1,0,1,36.0,2,3.0,3.0,2125.0,107.5,2125.0,0.654,2860.0,38.0,0.727,0.0,0,0,1
1,0,3,0,0,1,36.0,3,2.5,2.5,5644.0,1783.5,3127.0,0.85,2440.0,44.0,0.76,0.29337500000000005,0,1,0
1,0,3,0,1,1,31.5,4,3.0,3.0,5941.0,107.5,5941.0,0.594,2196.0,37.0,0.49724999999999997,0.0,0,1,0
1,0,2,1,1,0,32.0,3,2.5,2.5,8920.125,107.5,7947.35,0.817,2362.0,49.0,0.49724999999999997,0.0,0,1,0
1,1,1,1,0,0,40.5,3,3.0,2.5,8920.125,107.5,7947.35,0.85,2287.0,49.0,0.581,0.0,0,0,1
1,1,4,0,0,1,36.0,3,3.0,3.0,8920.125,107.5,7947.35,0.636,2021.0,38.0,0.52,0.0,0,1,0
1,1,1,1,0,0,40.5,2,3.0,2.5,8920.125,1783.5,7391.0,0.594,1378.875,35.0,0.49724999999999997,0.254,0,1,0
1,0,3,0,0,1,38.0,3,3.0,3.0,7084.0,107.5,7084.0,0.594,2287.0,44.0,0.49724999999999997,0.0,0,1,0
1,1,3,0,0,0,31.5,2,2.5,3.0,7498.0,1783.5,5179.0,0.594,1676.0,51.0,0.759,0.29337500000000005,0,1,0
0,0,0,0,1,0,40.0,6,2.5,2.5,5450.0,1674.0,3776.0,0.594,3722.0,69.0,0.711,0.29337500000000005,0,1,0
1,1,2,0,0,0,36.0,2,3.0,2.5,3250.0,1721.0,1529.0,0.594,1714.0,35.0,0.49724999999999997,0.29337500000000005,1,0,0
0,0,3,1,1,0,31.5,5,2.5,3.0,1982.0,1068.0,914.0,0.85,3058.0,58.0,0.7907500000000001,0.29337500000000005,0,1,0
0,1,3,1,0,0,33.0,3,2.5,2.5,2798.0,1291.0,1507.0,0.708,2903.0,69.0,0.683,0.29337500000000005,0,1,0
1,1,3,1,1,0,38.0,3,2.5,2.5,8920.125,552.0,7947.35,0.699,2309.0,49.0,0.633,0.061,0,1,0
0,0,5,1,1,1,40.5,3,3.5,2.5,2838.0,1783.5,321.0,0.625,3493.0,65.0,0.711,0.29337500000000005,0,1,0
0,1,2,0,0,0,32.0,5,2.5,3.0,8920.125,1182.0,7947.35,0.613,2440.0,54.0,0.543,0.034,1,0,0
0,0,2,0,1,1,31.5,4,2.5,2.5,3604.0,107.5,3604.0,0.85,4000.125,65.0,0.667,0.0,0,1,0
1,1,3,0,1,0,31.5,3,2.5,2.5,6813.0,1783.5,4481.0,0.594,2634.0,51.0,0.49724999999999997,0.29337500000000005,1,0,0
1,1,3,0,0,0,35.0,6,2.5,2.5,8920.125,1783.5,7947.35,0.594,2030.0,45.0,0.49724999999999997,0.14,0,1,0
1,0,1,0,0,1,40.5,3,3.0,3.0,1892.0,1604.0,288.0,0.594,1581.0,35.0,0.49724999999999997,0.29337500000000005,0,0,1
0,1,3,0,0,0,31.5,5,2.5,2.5,8920.125,1747.0,7947.35,0.594,2033.0,56.0,0.7907500000000001,0.155,1,0,0
0,0,3,0,1,1,31.5,3,2.5,3.0,2354.0,1783.5,445.0,0.833,4000.125,61.0,0.7907500000000001,0.29337500000000005,0,1,0
0,1,1,1,0,0,40.5,4,2.5,2.5,5042.0,1002.0,4040.0,0.85,2897.0,62.0,0.632,0.199,0,0,1
1,0,2,1,0,1,39.0,2,3.0,2.5,1438.3,107.5,1438.3,0.594,1859.0,41.0,0.49724999999999997,0.0,0,1,0
1,0,2,1,1,0,40.5,3,3.0,3.5,1809.0,107.5,1809.0,0.594,2123.0,44.0,0.571,0.0,0,0,1
0,1,2,1,0,0,36.0,5,2.5,3.5,8624.0,107.5,7947.35,0.594,2428.0,53.0,0.7907500000000001,0.0,1,0,0
1,1,4,0,1,0,36.0,2,3.0,2.5,8920.125,107.5,7947.35,0.594,2045.0,45.0,0.5,0.0,0,1,0
1,0,1,0,0,1,40.5,2,3.0,2.5,3099.0,107.5,3099.0,0.594,1401.0,44.0,0.49724999999999997,0.0,0,1,0
1,1,1,0,0,0,36.0,2,2.5,3.0,8920.125,107.5,7947.35,0.596,1891.0,35.0,0.49724999999999997,0.0,0,1,0
1,0,5,0,0,1,34.0,1,3.5,2.5,5155.0,107.5,5155.0,0.85,2753.0,45.0,0.607,0.0,0,1,0
1,0,3,0,0,1,36.0,1,3.0,2.5,5260.0,1706.0,3554.0,0.594,2142.0,57.0,0.676,0.29337500000000005,1,0,0
0,1,0,1,0,0,31.5,6,3.0,3.0,8920.125,107.5,7947.35,0.594,2655.0,64.0,0.7907500000000001,0.0,1,0,0
0,1,3,0,0,0,31.5,3,2.5,2.5,6380.0,1238.0,5142.0,0.85,4000.125,66.0,0.61,0.194,0,1,0
0,1,3,0,0,0,31.5,3,2.5,2.5,6380.0,1238.0,5142.0,0.85,4000.125,66.0,0.61,0.194,0,1,0
1,0,3,1,0,1,36.0,1,3.0,2.5,2067.0,1783.5,101.0,0.85,3033.0,41.0,0.708,0.29337500000000005,0,1,0
